sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,G_avg,pass
F,18,R,LE3,A,4,2,teacher,other,reputation,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0,Portuguese,1.6666666666666667,False
F,18,U,GT3,T,1,1,at_home,services,course,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,9,10,10,Portuguese,9.666666666666666,True
F,19,U,GT3,T,1,1,at_home,services,other,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0,Portuguese,1.6666666666666667,False
F,17,U,GT3,T,4,2,teacher,other,course,2,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18,Portuguese,18.0,True
F,17,R,LE3,A,2,1,services,other,reputation,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12,Portuguese,11.333333333333334,True
F,18,U,LE3,A,1,1,at_home,services,course,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11,Portuguese,9.666666666666666,True
F,18,U,GT3,T,1,2,at_home,at_home,course,2,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,11,11,12,Portuguese,11.333333333333334,True
F,19,R,GT3,A,1,1,at_home,at_home,course,2,2,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0,Portuguese,2.6666666666666665,False
F,18,R,GT3,T,2,2,services,other,home,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,14,14,15,Portuguese,14.333333333333334,True
M,17,R,GT3,T,4,3,services,other,home,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,Portuguese,10.666666666666666,True
F,18,U,GT3,T,3,3,services,services,course,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,Portuguese,10.0,True
F,17,R,GT3,T,4,4,teacher,services,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12,Portuguese,12.0,True
F,17,U,LE3,A,3,2,services,other,reputation,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,Portuguese,14.666666666666666,True
M,18,U,LE3,T,1,1,other,services,home,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,14,13,14,Portuguese,13.666666666666666,True
F,18,U,LE3,T,1,1,at_home,services,course,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18,Portuguese,18.0,True
F,18,R,LE3,A,1,2,at_home,other,course,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,16,15,15,Portuguese,15.333333333333334,True
F,18,U,GT3,T,3,3,services,services,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,13,12,13,Portuguese,12.666666666666666,True
F,17,U,LE3,T,4,4,at_home,at_home,course,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15,14,15,Portuguese,14.666666666666666,True
F,17,R,GT3,T,1,2,other,services,course,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,13,13,13,Portuguese,13.0,True
M,18,R,GT3,T,1,3,at_home,other,course,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9,Portuguese,9.0,False
M,18,U,LE3,T,4,4,teacher,services,other,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16,Portuguese,15.666666666666666,True
F,17,R,GT3,T,1,1,other,services,reputation,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9,Portuguese,8.333333333333334,False
F,18,U,GT3,T,2,3,at_home,services,course,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10,Portuguese,10.0,True
F,18,R,GT3,T,4,4,other,teacher,other,3,2,0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,0,7,5,0,Portuguese,4.0,False
M,18,R,LE3,T,1,2,at_home,services,other,3,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,9,10,10,Portuguese,9.666666666666666,True
F,17,U,GT3,T,2,2,other,at_home,home,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,10,11,12,Portuguese,11.0,True
F,17,R,GT3,T,1,2,other,other,course,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,7,8,9,Portuguese,8.0,False
F,18,R,LE3,T,4,4,other,other,reputation,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17,Portuguese,16.333333333333332,True
F,18,R,GT3,T,1,1,other,other,home,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,4,10,11,12,Portuguese,11.0,True
F,19,R,GT3,T,1,1,at_home,other,course,2,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,4,7,8,9,Portuguese,8.0,False
F,18,R,LE3,T,4,4,teacher,services,course,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14,Portuguese,13.666666666666666,True
F,18,U,GT3,T,3,3,other,other,home,1,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16,Portuguese,16.0,True
F,17,R,GT3,T,3,1,at_home,other,reputation,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9,Portuguese,8.666666666666666,False
M,18,U,GT3,T,4,4,teacher,teacher,home,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19,Portuguese,18.0,True
M,18,R,GT3,T,2,1,other,other,other,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,Portuguese,4.666666666666667,False
M,17,U,GT3,T,2,3,other,services,home,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,14,15,16,Portuguese,15.0,True
M,19,R,GT3,T,1,1,other,services,other,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0,Portuguese,4.333333333333333,False
M,18,R,GT3,T,4,2,other,other,home,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0,Portuguese,4.666666666666667,False
F,18,R,GT3,T,2,2,at_home,other,other,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15,Portuguese,15.333333333333334,True
F,17,U,GT3,T,4,3,teacher,other,other,2,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11,Portuguese,8.666666666666666,True
F,18,R,GT3,T,4,4,teacher,at_home,reputation,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,7,9,10,Portuguese,8.666666666666666,True
F,19,R,GT3,T,2,3,services,other,course,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,Portuguese,10.333333333333334,True
F,18,U,LE3,T,3,1,teacher,services,course,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4,15,15,16,Portuguese,15.333333333333334,True
F,18,U,GT3,T,1,1,other,other,course,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9,Portuguese,10.666666666666666,False
M,17,U,LE3,T,3,1,services,services,course,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6,10,10,10,Portuguese,10.0,True
M,18,R,LE3,T,3,2,services,other,course,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,10,11,11,Portuguese,10.666666666666666,True
